id_dapil,nama_dapil,kategori,url_dapil
738,137602,KOTA PAYAKUMBUH 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/137602
739,137603,KOTA PAYAKUMBUH 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/137603
740,137701,KOTA PARIAMAN 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/137701
741,137702,KOTA PARIAMAN 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/137702
742,137703,KOTA PARIAMAN 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/137703
743,140101,KAMPAR 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140101
744,140102,KAMPAR 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140102
745,140103,KAMPAR 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140103
746,140104,KAMPAR 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140104
747,140105,KAMPAR 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140105
748,140106,KAMPAR 6,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140106
749,140201,INDRAGIRI HULU 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140201
750,140202,INDRAGIRI HULU 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140202
751,140203,INDRAGIRI HULU 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140203
752,140204,INDRAGIRI HULU 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140204
753,140205,INDRAGIRI HULU 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140205
754,140301,BENGKALIS 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140301
755,140302,BENGKALIS 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140302
756,140303,BENGKALIS 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140303
757,140304,BENGKALIS 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140304
758,140305,BENGKALIS 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140305
759,140306,BENGKALIS 6,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140306
760,140401,INDRAGIRI HILIR 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140401
761,140402,INDRAGIRI HILIR 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140402
762,140403,INDRAGIRI HILIR 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140403
763,140404,INDRAGIRI HILIR 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140404
764,140405,INDRAGIRI HILIR 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140405
765,140406,INDRAGIRI HILIR 6,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140406
766,140407,INDRAGIRI HILIR 7,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140407
767,140501, PELALAWAN 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140501
768,140502, PELALAWAN 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140502
769,140503, PELALAWAN 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140503
770,140504, PELALAWAN 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140504
771,140505, PELALAWAN 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140505
772,140601, ROKAN HULU 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140601
773,140602, ROKAN HULU 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140602
774,140603, ROKAN HULU 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140603
775,140604, ROKAN HULU 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140604
776,140605, ROKAN HULU 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140605
777,140606, ROKAN HULU 6,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140606
778,140701, ROKAN HILIR 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140701
779,140702, ROKAN HILIR 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140702
780,140703, ROKAN HILIR 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140703
781,140704, ROKAN HILIR 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140704
782,140705, ROKAN HILIR 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140705
783,140801,SIAK 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140801
784,140802,SIAK 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140802
785,140803,SIAK 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140803
786,140804,SIAK 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140804
787,140901,KUANTAN SINGINGI 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140901
788,140902,KUANTAN SINGINGI 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140902
789,140903,KUANTAN SINGINGI 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140903
790,140904,KUANTAN SINGINGI 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140904
791,140905,KUANTAN SINGINGI 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/140905
792,141001,KEPULAUAN MERANTI 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/141001
793,141002,KEPULAUAN MERANTI 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/141002
794,141003,KEPULAUAN MERANTI 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/141003
795,141004,KEPULAUAN MERANTI 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/141004
796,141005,KEPULAUAN MERANTI 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/141005
797,147101,KOTA PEKANBARU 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/147101
798,147102,KOTA PEKANBARU 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/147102
799,147103,KOTA PEKANBARU 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/147103
800,147104,KOTA PEKANBARU 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/147104
801,147105,KOTA PEKANBARU 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/147105
802,147106,KOTA PEKANBARU 6,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/147106
803,147107,KOTA PEKANBARU 7,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/147107
804,147201,KOTA DUMAI 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/147201
805,147202,KOTA DUMAI 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/147202
806,147203,KOTA DUMAI 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/147203
807,147204,KOTA DUMAI 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/147204
808,150101, KERINCI 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150101
809,150102, KERINCI 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150102
810,150103, KERINCI 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150103
811,150104, KERINCI 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150104
812,150105, KERINCI 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150105
813,150201, MERANGIN 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150201
814,150202, MERANGIN 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150202
815,150203, MERANGIN 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150203
816,150204, MERANGIN 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150204
817,150301,SAROLANGUN 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150301
818,150302,SAROLANGUN 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150302
819,150303,SAROLANGUN 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150303
820,150304,SAROLANGUN 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150304
821,150401,BATANGHARI 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150401
822,150402,BATANGHARI 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150402
823,150403,BATANGHARI 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150403
824,150404,BATANGHARI 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150404
825,150501, MUARO JAMBI 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150501
826,150502, MUARO JAMBI 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150502
827,150503, MUARO JAMBI 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150503
828,150504, MUARO JAMBI 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150504
829,150505, MUARO JAMBI 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150505
830,150601,TANJUNG JABUNG BARAT 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150601
831,150602,TANJUNG JABUNG BARAT 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150602
832,150603,TANJUNG JABUNG BARAT 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150603
833,150604,TANJUNG JABUNG BARAT 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150604
834,150605,TANJUNG JABUNG BARAT 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150605
835,150701,TANJUNG JABUNG TIMUR 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150701
836,150702,TANJUNG JABUNG TIMUR 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150702
837,150703,TANJUNG JABUNG TIMUR 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150703
838,150801,BUNGO 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150801
839,150802,BUNGO 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150802
840,150803,BUNGO 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150803
841,150804,BUNGO 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150804
842,150805,BUNGO 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150805
843,150901,TEBO 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150901
844,150902,TEBO 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150902
845,150903,TEBO 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150903
846,150904,TEBO 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/150904
847,157101,KOTA JAMBI 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/157101
848,157102,KOTA JAMBI 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/157102
849,157103,KOTA JAMBI 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/157103
850,157104,KOTA JAMBI 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/157104
851,157105,KOTA JAMBI 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/157105
852,157201,KOTA SUNGAI PENUH 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/157201
853,157202,KOTA SUNGAI PENUH 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/157202
854,157203,KOTA SUNGAI PENUH 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/157203
855,160101,OGAN KOMERING ULU 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160101
856,160102,OGAN KOMERING ULU 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160102
857,160103,OGAN KOMERING ULU 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160103
858,160104,OGAN KOMERING ULU 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160104
859,160201,OGAN KOMERING ILIR 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160201
860,160202,OGAN KOMERING ILIR 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160202
861,160203,OGAN KOMERING ILIR 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160203
862,160204,OGAN KOMERING ILIR 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160204
863,160205,OGAN KOMERING ILIR 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160205
864,160206,OGAN KOMERING ILIR 6,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160206
865,160207,OGAN KOMERING ILIR 7,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160207
866,160208,OGAN KOMERING ILIR 8,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160208
867,160301,MUARA ENIM 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160301
868,160302,MUARA ENIM 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160302
869,160303,MUARA ENIM 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160303
870,160304,MUARA ENIM 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160304
871,160305,MUARA ENIM 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160305
872,160401,LAHAT 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160401
873,160402,LAHAT 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160402
874,160403,LAHAT 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160403
875,160404,LAHAT 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160404
876,160405,LAHAT 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160405
877,160406,LAHAT 6,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160406
878,160407,LAHAT 7,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160407
879,160501,MUSI RAWAS 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160501
880,160502,MUSI RAWAS 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160502
881,160503,MUSI RAWAS 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160503
882,160504,MUSI RAWAS 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160504
883,160505,MUSI RAWAS 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160505
884,160601,MUSI BANYUASIN 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160601
885,160602,MUSI BANYUASIN 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160602
886,160603,MUSI BANYUASIN 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160603
887,160604,MUSI BANYUASIN 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160604
888,160605,MUSI BANYUASIN 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160605
889,160606,MUSI BANYUASIN 6,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160606
890,160607,MUSI BANYUASIN 7,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160607
891,160701,BANYUASIN 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160701
892,160702,BANYUASIN 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160702
893,160703,BANYUASIN 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160703
894,160704,BANYUASIN 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160704
895,160705,BANYUASIN 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160705
896,160706,BANYUASIN 6,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160706
897,160801,OGAN KOMERING ULU TIMUR 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160801
898,160802,OGAN KOMERING ULU TIMUR 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160802
899,160803,OGAN KOMERING ULU TIMUR 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160803
900,160804,OGAN KOMERING ULU TIMUR 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160804
901,160805,OGAN KOMERING ULU TIMUR 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160805
902,160901,OGAN KOMERING ULU SELATAN 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160901
903,160902,OGAN KOMERING ULU SELATAN 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160902
904,160903,OGAN KOMERING ULU SELATAN 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160903
905,160904,OGAN KOMERING ULU SELATAN 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/160904
906,161001,OGAN ILIR 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161001
907,161002,OGAN ILIR 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161002
908,161003,OGAN ILIR 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161003
909,161004,OGAN ILIR 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161004
910,161005,OGAN ILIR 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161005
911,161101,EMPAT LAWANG 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161101
912,161102,EMPAT LAWANG 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161102
913,161103,EMPAT LAWANG 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161103
914,161104,EMPAT LAWANG 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161104
915,161105,EMPAT LAWANG 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161105
916,161106,EMPAT LAWANG 6,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161106
917,161201,PENUKAL ABAB LEMATANG ILIR 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161201
918,161202,PENUKAL ABAB LEMATANG ILIR 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161202
919,161203,PENUKAL ABAB LEMATANG ILIR 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161203
920,161204,PENUKAL ABAB LEMATANG ILIR 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161204
921,161205,PENUKAL ABAB LEMATANG ILIR 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161205
922,161206,PENUKAL ABAB LEMATANG ILIR 6,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161206
923,161301,MUSI RAWAS UTARA 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161301
924,161302,MUSI RAWAS UTARA 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161302
925,161303,MUSI RAWAS UTARA 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161303
926,161304,MUSI RAWAS UTARA 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/161304
927,167101,KOTA PALEMBANG 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/167101
928,167102,KOTA PALEMBANG 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/167102
929,167103,KOTA PALEMBANG 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/167103
930,167104,KOTA PALEMBANG 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/167104
931,167105,KOTA PALEMBANG 5,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/167105
932,167106,KOTA PALEMBANG 6,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/167106
933,167201,KOTA PAGAR ALAM 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/167201
934,167202,KOTA PAGAR ALAM 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/167202
935,167203,KOTA PAGAR ALAM 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/167203
936,167301,KOTA LUBUK LINGGAU 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/167301
937,167302,KOTA LUBUK LINGGAU 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/167302
938,167303,KOTA LUBUK LINGGAU 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/167303
939,167304,KOTA LUBUK LINGGAU 4,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/167304
940,167401,KOTA PRABUMULIH 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/167401
941,167402,KOTA PRABUMULIH 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/167402
942,167403,KOTA PRABUMULIH 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/167403
943,170101,BENGKULU SELATAN 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/170101
944,170102,BENGKULU SELATAN 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/170102
945,170103,BENGKULU SELATAN 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/170103
946,170201,REJANG LEBONG 1,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/170201
947,170202,REJANG LEBONG 2,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/170202
948,170203,REJANG LEBONG 3,dprd-kabupaten-kota,https://caleg.zakiego.com/api/dprd-kabupaten-kota/dapil/170203
